"","gene","class"
"2147","LOC118567689","constant_up"
"2148","Phactr2","constant_up"
"2149","Raet1e","constant_up"
"2150","Raet1d","constant_up"
"2151","9330159F19Rik","constant_up"
"2152","Rspo3","constant_up"
"2153","Hey2","constant_up"
"2154","E130307A14Rik","constant_up"
"2155","Fig4","constant_up"
"2156","Mical1","constant_up"
"2157","A230054N11Rik","constant_up"
"2158","Nepn","constant_up"
"2159","Sh3rf3","constant_up"
"2160","Macroh2a2","constant_up"
"2161","Col13a1","constant_up"
"2162","Hk1os","constant_up"
"2163","Dnajc12","constant_up"
"2164","1110002J07Rik","constant_up"
"2165","Rhobtb1","constant_up"
"2166","Pcdh15","constant_up"
"2167","Arid3a","constant_up"
"2168","Efna2","constant_up"
"2169","Glt8d2","constant_up"
"2170","Aldh1l2","constant_up"
"2171","Ckap4","constant_up"
"2172","Eea1","constant_up"
"2173","Btg1","constant_up"
"2174","Ppfia2","constant_up"
"2175","Gm38500","constant_up"
"2176","Srgap1","constant_up"
"2177","Slc16a7","constant_up"
"2178","Agap2","constant_up"
"2179","Arhgef25","constant_up"
"2180","Dusp18","constant_up"
"2181","Slc35e4","constant_up"
"2182","Ube2d-ps","constant_up"
"2183","Cnrip1","constant_up"
"2184","B3gnt2","constant_up"
"2185","Fam161a","constant_up"
"2186","Gm12059","constant_up"
"2187","Rel","constant_up"
"2188","Efemp1","constant_up"
"2189","Sh3pxd2b","constant_up"
"2190","Tbc1d9b","constant_up"
"2191","Shroom1","constant_up"
"2192","Septin8","constant_up"
"2193","P4ha2","constant_up"
"2194","Sparc","constant_up"
"2195","Trim17","constant_up"
"2196","Mprip","constant_up"
"2197","Nt5m","constant_up"
"2198","Tom1l2","constant_up"
"2199","Ulk2","constant_up"
"2200","Specc1","constant_up"
"2201","Adora2b","constant_up"
"2202","Zfp287","constant_up"
"2203","Zfp286","constant_up"
"2204","F930015N05Rik","constant_up"
"2205","Hs3st3a1","constant_up"
"2206","Borcs6","constant_up"
"2207","Atp1b2","constant_up"
"2208","Pimreg","constant_up"
"2209","Tax1bp3","constant_up"
"2210","Tlcd2","constant_up"
"2211","Tlcd3a","constant_up"
"2212","Ankrd13b","constant_up"
"2213","Slc46a1","constant_up"
"2214","Sarm1","constant_up"
"2215","Ksr1","constant_up"
"2216","Asic2","constant_up"
"2217","Gm51909","constant_up"
"2218","Ppm1e","constant_up"
"2219","Cacna1g","constant_up"
"2220","Acsf2","constant_up"
"2221","Samd14","constant_up"
"2222","Dlx3","constant_up"
"2223","Ngfr","constant_up"
"2224","Gm11536","constant_up"
"2225","Stac2","constant_up"
"2226","Igfbp4","constant_up"
"2227","Stat5b","constant_up"
"2228","Cavin1","constant_up"
"2229","Rgs9","constant_up"
"2230","Arsg","constant_up"
"2231","Wipi1","constant_up"
"2232","Ttyh2","constant_up"
"2233","Gm35829","constant_up"
"2234","Cbx2","constant_up"
"2235","Cep131","constant_up"
"2236","Kif3c","constant_up"
"2237","Rhob","constant_up"
"2238","Greb1","constant_up"
"2239","Hpcal1","constant_up"
"2240","Rnf144a","constant_up"
"2241","Twist1","constant_up"
"2242","Crppa","constant_up"
"2243","Dock4","constant_up"
"2244","Nova1","constant_up"
"2245","Cdkl1","constant_up"
"2246","Frmd6","constant_up"
"2247","Six1","constant_up"
"2248","Syne2","constant_up"
"2249","Galnt16","constant_up"
"2250","Flvcr2","constant_up"
"2251","Vash1","constant_up"
"2252","Tshr","constant_up"
"2253","Rin3","constant_up"
"2254","D430019H16Rik","constant_up"
"2255","Eml1","constant_up"
"2256","Dlk1","constant_up"
"2257","Traf3","constant_up"
"2258","Akt1","constant_up"
"2259","Zbtb42","constant_up"
"2260","Ptprn2","constant_up"
"2261","2610307P16Rik","constant_up"
"2262","Dusp22","constant_up"
"2263","Foxc1","constant_up"
"2264","Tubb2a","constant_up"
"2265","Bmp6","constant_up"
"2266","Bloc1s5","constant_up"
"2267","Mylip","constant_up"
"2268","Cap2","constant_up"
"2269","S1pr3","constant_up"
"2270","Gprin1","constant_up"
"2271","Gm16907","constant_up"
"2272","Irx1","constant_up"
"2273","Nkd2","constant_up"
"2274","Mef2c","constant_up"
"2275","Vcan","constant_up"
"2276","Atg10","constant_up"
"2277","Arsb","constant_up"
"2278","Gm57596","constant_up"
"2279","Zbed3","constant_up"
"2280","Plk2","constant_up"
"2281","Gpx8","constant_up"
"2282","Gm53794","constant_up"
"2283","Cfap20dc","constant_up"
"2284","Zcchc24","constant_up"
"2285","Sema3g","constant_up"
"2286","Slc18a3","constant_up"
"2287","Gm15601","constant_up"
"2288","Arhgef40","constant_up"
"2289","Mmp14","constant_up"
"2290","Fam124a","constant_up"
"2291","Gata4","constant_up"
"2292","Scara3","constant_up"
"2293","Clu","constant_up"
"2294","Adam2","constant_up"
"2295","Adra1a","constant_up"
"2296","Ebf2","constant_up"
"2297","Gm52127","constant_up"
"2298","Gm31107","constant_up"
"2299","Gm26908","constant_up"
"2300","Ppp3cc","constant_up"
"2301","Bmp1","constant_up"
"2302","Gfra2","constant_up"
"2303","Serp2","constant_up"
"2304","Kctd12","constant_up"
"2305","Uggt2","constant_up"
"2306","Farp1","constant_up"
"2307","Fbxl7","constant_up"
"2308","Matn2","constant_up"
"2309","Lrp12","constant_up"
"2310","Angpt1","constant_up"
"2311","Aard","constant_up"
"2312","Zhx2","constant_up"
"2313","Adcy8","constant_up"
"2314","St3gal1","constant_up"
"2315","Col22a1","constant_up"
"2316","Zfp41","constant_up"
"2317","Kctd17","constant_up"
"2318","Gm41358","constant_up"
"2319","Sun2","constant_up"
"2320","Gm16576","constant_up"
"2321","Tnfrsf13c","constant_up"
"2322","Septin3","constant_up"
"2323","Pheta2","constant_up"
"2324","Mpped1","constant_up"
"2325","Parvb","constant_up"
"2326","Gm34095","constant_up"
"2327","Fbln1","constant_up"
"2328","Abcd2","constant_up"
"2329","Tmem117","constant_up"
"2330","Nell2","constant_up"
"2331","Hdac7","constant_up"
"2332","Letmd1","constant_up"
"2333","Scn8a","constant_up"
"2334","Fignl2","constant_up"
"2335","Gm9918","constant_up"
"2336","Pde1b","constant_up"
"2337","Tvp23a","constant_up"
"2338","Cpped1","constant_up"
"2339","Thap7","constant_up"
"2340","Car15","constant_up"
"2341","Septin5","constant_up"
"2342","Klhl6","constant_up"
"2343","2510009E07Rik","constant_up"
"2344","Masp1","constant_up"
"2345","Gm4524","constant_up"
"2346","P3h2","constant_up"
"2347","Il1rap","constant_up"
"2348","Tmem44","constant_up"
"2349","Adcy5","constant_up"
"2350","Fstl1","constant_up"
"2351","Gpr156","constant_up"
"2352","Sidt1","constant_up"
"2353","Boc","constant_up"
"2354","Ccdc80","constant_up"
"2355","Tagln3","constant_up"
"2356","Nxpe3","constant_up"
"2357","Abi3bp","constant_up"
"2358","Filip1l","constant_up"
"2359","Pros1","constant_up"
"2360","Epha3","constant_up"
"2361","Robo1","constant_up"
"2362","Chodl","constant_up"
"2363","Ifnar2","constant_up"
"2364","Il10rb","constant_up"
"2365","Ifngr2","constant_up"
"2366","Pcp4","constant_up"
"2367","Agpat4","constant_up"
"2368","Acat2","constant_up"
"2369","Lix1","constant_up"
"2370","Cerox1","constant_up"
"2371","Capn15","constant_up"
"2372","Cyp4f15","constant_up"
"2373","Col11a2","constant_up"
"2374","H2-Ab1","constant_up"
"2375","Pbx2","constant_up"
"2376","Egfl8","constant_up"
"2377","2610029K11Rik","constant_up"
"2378","Prrt1","constant_up"
"2379","Tnxb","constant_up"
"2380","Tcf19","constant_up"
"2381","Ppp1r18","constant_up"
"2382","Gabbr1","constant_up"
"2383","Rcan2","constant_up"
"2384","Tmem151b","constant_up"
"2385","Vegfa","constant_up"
"2386","Cul9","constant_up"
"2387","Ccnd3","constant_up"
"2388","Man2a1","constant_up"
"2389","Lama1","constant_up"
"2390","Arhgap28","constant_up"
"2391","Tmem200c","constant_up"
"2392","Epb41l3","constant_up"
"2393","Akain1","constant_up"
"2394","Ehd3","constant_up"
"2395","Rasgrp3","constant_up"
"2396","Qpct","constant_up"
"2397","Abcg8","constant_up"
"2398","Jcad","constant_up"
"2399","Greb1l","constant_up"
"2400","Psma8","constant_up"
"2401","Taf4b","constant_up"
"2402","Kctd1","constant_up"
"2403","Slc39a6","constant_up"
"2404","Bin1","constant_up"
"2405","Camk4","constant_up"
"2406","Gfra3","constant_up"
"2407","Psd2","constant_up"
"2408","Pcdhac2","constant_up"
"2409","Sncaip","constant_up"
"2410","Megf10","constant_up"
"2411","Adamts19","constant_up"
"2412","Chsy3","constant_up"
"2413","Piezo2","constant_up"
"2414","Onecut2","constant_up"
"2415","Mppe1","constant_up"
"2416","Tubb6","constant_up"
"2417","4930503L19Rik","constant_up"
"2418","Stard6","constant_up"
"2419","Setbp1","constant_up"
"2420","Pard6g","constant_up"
"2421","Nfatc1","constant_up"
"2422","Zfp516","constant_up"
"2423","Tshz1","constant_up"
"2424","Ptgr3","constant_up"
"2425","Peli3","constant_up"
"2426","Taf6l","constant_up"
"2427","Fads1","constant_up"
"2428","Mamdc2","constant_up"
"2429","Tmem252","constant_up"
"2430","Dock8","constant_up"
"2431","Lipo3","constant_up"
"2432","Pcgf5","constant_up"
"2433","Ppp1r3c","constant_up"
"2434","Frat1","constant_up"
"2435","Crtac1","constant_up"
"2436","Cnnm1","constant_up"
"2437","Scd1","constant_up"
"2438","Add3","constant_up"
"2439","Rbm20","constant_up"
"2440","Tcf7l2","constant_up"
"2441","Pnliprp2","constant_up"
"2442","Sytl5","constant_up"
"2443","Usp11","constant_up"
"2444","Klhl13","constant_up"
"2445","Arhgap36","constant_up"
"2446","Fhl1","constant_up"
"2447","Gm36522","constant_up"
"2448","Atp11c","constant_up"
"2449","Aff2","constant_up"
"2450","Hmgb3","constant_up"
"2451","Gpr50","constant_up"
"2452","Nsdhl","constant_up"
"2453","Haus7","constant_up"
"2454","Arx","constant_up"
"2455","Msn","constant_up"
"2456","Eda2r","constant_up"
"2457","Dlg3","constant_up"
"2458","Tex11","constant_up"
"2459","Cited1","constant_up"
"2460","Tbx22","constant_up"
"2461","Zfp711","constant_up"
"2462","Pcdh19","constant_up"
"2463","Tceal3","constant_up"
"2464","Sh3kbp1","constant_up"
"2465","Tmsb4x","constant_up"
"2466","Frmpd4","constant_up"
"2467","Arhgap6","constant_up"
"2468","Gm26901","constant_down"
"2469","Adhfe1","constant_down"
"2470","Slco5a1","constant_down"
"2471","Msc","constant_down"
"2472","Terf1","constant_down"
"2473","Dst","constant_down"
"2474","Arhgef4","constant_down"
"2475","Plekhb2","constant_down"
"2476","Nabp1","constant_down"
"2477","Adam23","constant_down"
"2478","Fzd5","constant_down"
"2479","Igfbp2","constant_down"
"2480","Ap1s3","constant_down"
"2481","Ccl20","constant_down"
"2482","Sphkap","constant_down"
"2483","Scly","constant_down"
"2484","Erfe","constant_down"
"2485","Crocc2","constant_down"
"2486","Slco4c1","constant_down"
"2487","Rnf152","constant_down"
"2488","Tfcp2l1","constant_down"
"2489","Cd55","constant_down"
"2490","Etnk2","constant_down"
"2491","Sox13","constant_down"
"2492","Cyb5r1","constant_down"
"2493","Lgr6","constant_down"
"2494","Gm19705","constant_down"
"2495","Niban1","constant_down"
"2496","Rgs16","constant_down"
"2497","Rnasel","constant_down"
"2498","Tor3a","constant_down"
"2499","Rabgap1l","constant_down"
"2500","F5","constant_down"
"2501","Sft2d2","constant_down"
"2502","F11r","constant_down"
"2503","Tmem63a","constant_down"
"2504","Dusp10","constant_down"
"2505","C130074G19Rik","constant_down"
"2506","Kctd3","constant_down"
"2507","Kcnk2","constant_down"
"2508","Smyd2","constant_down"
"2509","Prox1","constant_down"
"2510","Camk1g","constant_down"
"2511","Bend7","constant_down"
"2512","Phyh","constant_down"
"2513","Camk1d","constant_down"
"2514","Celf2","constant_down"
"2515","Il15ra","constant_down"
"2516","Otud1","constant_down"
"2517","Pnpla7","constant_down"
"2518","Sapcd2","constant_down"
"2519","Npdc1","constant_down"
"2520","Abca2","constant_down"
"2521","Tmem141","constant_down"
"2522","Cercam","constant_down"
"2523","Phyhd1","constant_down"
"2524","Ass1","constant_down"
"2525","Tor2a","constant_down"
"2526","Nmi","constant_down"
"2527","Cobll1","constant_down"
"2528","Scn7a","constant_down"
"2529","Klhl23","constant_down"
"2530","Pdk1","constant_down"
"2531","Ptprj","constant_down"
"2532","Syt13","constant_down"
"2533","Platr14","constant_down"
"2534","Scg5","constant_down"
"2535","Zfp770","constant_down"
"2536","Ppp1r14d","constant_down"
"2537","Hdc","constant_down"
"2538","Snap25","constant_down"
"2539","Tasp1","constant_down"
"2540","Ovol2","constant_down"
"2541","Foxa2","constant_down"
"2542","Zfp1004","constant_down"
"2543","Xkr7","constant_down"
"2544","Bpifb4","constant_down"
"2545","Necab3","constant_down"
"2546","Tgm2","constant_down"
"2547","Gm35374","constant_down"
"2548","Wfdc2","constant_down"
"2549","Znfx1","constant_down"
"2550","Gm52569","constant_down"
"2551","Cyp24a1","constant_down"
"2552","Pmepa1","constant_down"
"2553","Lama5","constant_down"
"2554","Tcfl5","constant_down"
"2555","Slc17a9","constant_down"
"2556","Car2","constant_down"
"2557","Smim43","constant_down"
"2558","4930556A17Rik","constant_down"
"2559","Noct","constant_down"
"2560","Frem2","constant_down"
"2561","Nbea","constant_down"
"2562","Arhgef26","constant_down"
"2563","Lrba","constant_down"
"2564","Mab21l2","constant_down"
"2565","Tdrkh","constant_down"
"2566","Celf3","constant_down"
"2567","Tuft1","constant_down"
"2568","4930481B07Rik","constant_down"
"2569","H2bc21","constant_down"
"2570","Gm10685","constant_down"
"2571","Txnip","constant_down"
"2572","Pdzk1","constant_down"
"2573","Vangl1","constant_down"
"2574","Dennd2c","constant_down"
"2575","Dennd2d","constant_down"
"2576","Gstm2","constant_down"
"2577","Dbt","constant_down"
"2578","Frrs1","constant_down"
"2579","Gclm","constant_down"
"2580","Gm54195","constant_down"
"2581","Bmpr1b","constant_down"
"2582","Gbp3","constant_down"
"2583","Gbp2","constant_down"
"2584","Kyat3","constant_down"
"2585","Clca4a","constant_down"
"2586","Ccn1","constant_down"
"2587","Ddah1","constant_down"
"2588","Cth","constant_down"
"2589","Plekhf2","constant_down"
"2590","Esrp1","constant_down"
"2591","Gm35631","constant_down"
"2592","Rad54b","constant_down"
"2593","Ggh","constant_down"
"2594","Dnai1","constant_down"
"2595","Unc13b","constant_down"
"2596","Trim14","constant_down"
"2597","Gm52731","constant_down"
"2598","Acnat1","constant_down"
"2599","Ptpn3","constant_down"
"2600","Ugcg","constant_down"
"2601","Mup6","constant_down"
"2602","Wdr31","constant_down"
"2603","Rasef","constant_down"
"2604","Nfib","constant_down"
"2605","Ttc39b","constant_down"
"2606","Rims3","constant_down"
"2607","Mycl","constant_down"
"2608","Col8a2","constant_down"
"2609","Gjb3","constant_down"
"2610","Nhsl3","constant_down"
"2611","Zbtb8b","constant_down"
"2612","Lck","constant_down"
"2613","Oprd1","constant_down"
"2614","Fgr","constant_down"
"2615","Cd164l2","constant_down"
"2616","Tent5b","constant_down"
"2617","Lin28a","constant_down"
"2618","Cnksr1","constant_down"
"2619","Pdik1l","constant_down"
"2620","Ifnlr1","constant_down"
"2621","E2f2","constant_down"
"2622","Cda","constant_down"
"2623","Padi2","constant_down"
"2624","Epha2","constant_down"
"2625","Fam131c","constant_down"
"2626","Tmem82","constant_down"
"2627","AI507597","constant_down"
"2628","Kazn","constant_down"
"2629","Dhrs3","constant_down"
"2630","Zfp990","constant_down"
"2631","Zfp268","constant_down"
"2632","Zfp987","constant_down"
"2633","Zfp985","constant_down"
"2634","Zfp979","constant_down"
"2635","Zfp534","constant_down"
"2636","Smim1","constant_down"
"2637","Prkcz","constant_down"
"2638","Cdk6","constant_down"
"2639","Akap9","constant_down"
"2640","Sema3e","constant_down"
"2641","Gm4961","constant_down"
"2642","Gm36182","constant_down"
"2643","Jakmip1","constant_down"
"2644","Fgfbp1","constant_down"
"2645","Ccdc149","constant_down"
"2646","Sel1l3","constant_down"
"2647","Gm40309","constant_down"
"2648","Atp8a1","constant_down"
"2649","Tec","constant_down"
"2650","Kit","constant_down"
"2651","Cdkl2","constant_down"
"2652","Fgf5","constant_down"
"2653","Cfap299","constant_down"
"2654","Cds1","constant_down"
"2655","Aff1","constant_down"
"2656","Slc49a3","constant_down"
"2657","Plcxd1","constant_down"
"2658","Fam222a","constant_down"
"2659","Wsb2","constant_down"
"2660","Rasal1","constant_down"
"2661","Oas1a","constant_down"
"2662","Oas1d","constant_down"
"2663","Glt1d1","constant_down"
"2664","Mlxipl","constant_down"
"2665","Rasa4","constant_down"
"2666","Zcwpw1","constant_down"
"2667","Mafk","constant_down"
"2668","Tmem130","constant_down"
"2669","Slc46a3","constant_down"
"2670","Aass","constant_down"
"2671","Cadps2","constant_down"
"2672","Podxl","constant_down"
"2673","Slc13a4","constant_down"
"2674","Zc3hav1","constant_down"
"2675","Tmem139","constant_down"
"2676","Sspo","constant_down"
"2677","Gimap9","constant_down"
"2678","Tmem176b","constant_down"
"2679","Gm7932","constant_down"
"2680","Spmip4","constant_down"
"2681","Snx10","constant_down"
"2682","Wipf3","constant_down"
"2683","Mturn","constant_down"
"2684","Gm44008","constant_down"
"2685","Znrf2","constant_down"
"2686","Ggct","constant_down"
"2687","Ppm1k","constant_down"
"2688","Abcg2","constant_down"
"2689","Vamp8","constant_down"
"2690","Slc4a5","constant_down"
"2691","Dysf","constant_down"
"2692","Npm3-ps1","constant_down"
"2693","Fbxo41","constant_down"
"2694","Tgfa","constant_down"
"2695","Nup210","constant_down"
"2696","Trh","constant_down"
"2697","Creld1","constant_down"
"2698","Efcab12","constant_down"
"2699","Wnt5b","constant_down"
"2700","B4galnt3","constant_down"
"2701","Phc1","constant_down"
"2702","Clstn3","constant_down"
"2703","Ptpn6","constant_down"
"2704","Tapbpl","constant_down"
"2705","Pde3a","constant_down"
"2706","Ldhb","constant_down"
"2707","D7Ertd143e","constant_down"
"2708","Ttyh1","constant_down"
"2709","Shisa7","constant_down"
"2710","Eddm13","constant_down"
"2711","Foxa3","constant_down"
"2712","Gpr4","constant_down"
"2713","Bcam","constant_down"
"2714","Cblc","constant_down"
"2715","Cadm4","constant_down"
"2716","Fcgbp","constant_down"
"2717","Zfp36","constant_down"
"2718","Spint2","constant_down"
"2719","Fam187b","constant_down"
"2720","Dpy19l3","constant_down"
"2721","Gm6871","constant_down"
"2722","Klk13","constant_down"
"2723","Mybpc2","constant_down"
"2724","Zfp473","constant_down"
"2725","Ldha","constant_down"
"2726","Atp10a","constant_down"
"2727","Fam169b","constant_down"
"2728","Wnt11","constant_down"
"2729","Calca","constant_down"
"2730","Crym","constant_down"
"2731","Eef2k","constant_down"
"2732","Prkcb","constant_down"
"2733","Prss8","constant_down"
"2734","Pycard","constant_down"
"2735","Gm5602","constant_down"
"2736","Cpxm2","constant_down"
"2737","Ctbp2","constant_down"
"2738","Fuom","constant_down"
"2739","Sigirr","constant_down"
"2740","Bag4","constant_down"
"2741","Dusp26","constant_down"
"2742","Pdgfrl","constant_down"
"2743","Mtus1","constant_down"
"2744","Tlr3","constant_down"
"2745","Naf1","constant_down"
"2746","Lzts1","constant_down"
"2747","Tmem59l","constant_down"
"2748","Crlf1","constant_down"
"2749","Ifi30","constant_down"
"2750","Slc5a5","constant_down"
"2751","Ccdc194","constant_down"
"2752","Syce2","constant_down"
"2753","Hook2","constant_down"
"2754","Car7","constant_down"
"2755","Elmo3","constant_down"
"2756","Carmil2","constant_down"
"2757","Psmb10","constant_down"
"2758","Cdh3","constant_down"
"2759","Cdh1","constant_down"
"2760","Tmem170","constant_down"
"2761","Cdh13","constant_down"
"2762","Pcnx2","constant_down"
"2763","Map3k21","constant_down"
"2764","Gm46152","constant_down"
"2765","Fat3","constant_down"
"2766","Shfl","constant_down"
"2767","Ap1m2","constant_down"
"2768","Acp5","constant_down"
"2769","Adamts15","constant_down"
"2770","Adamts8","constant_down"
"2771","St14","constant_down"
"2772","Cdon","constant_down"
"2773","Sorl1","constant_down"
"2774","Gm46110","constant_down"
"2775","Usp28","constant_down"
"2776","Zc3h12c","constant_down"
"2777","Scamp5","constant_down"
"2778","Scamp2","constant_down"
"2779","Fem1b","constant_down"
"2780","Dapk2","constant_down"
"2781","Rora","constant_down"
"2782","Tent5a","constant_down"
"2783","Nt5e","constant_down"
"2784","Pik3cb","constant_down"
"2785","Slc38a3","constant_down"
"2786","Als2cl","constant_down"
"2787","Lrrc2","constant_down"
"2788","Cmtm6","constant_down"
"2789","Platr11","constant_down"
"2790","Acaa1b","constant_down"
"2791","Scn5a","constant_down"
"2792","Cdcp1","constant_down"
"2793","Ppp1r14c","constant_down"
"2794","Syne1","constant_down"
"2795","Samd5","constant_down"
"2796","Rab32","constant_down"
"2797","Map7","constant_down"
"2798","Moxd1","constant_down"
"2799","Gm36543","constant_down"
"2800","Tmem200a","constant_down"
"2801","Arhgap18","constant_down"
"2802","Rsph4a","constant_down"
"2803","Slc16a10","constant_down"
"2804","BC048559","constant_down"
"2805","Prdm1","constant_down"
"2806","Pcbd1","constant_down"
"2807","Pald1","constant_down"
"2808","Ank3","constant_down"
"2809","Gstt2","constant_down"
"2810","Derl3","constant_down"
"2811","Chchd10","constant_down"
"2812","Agpat3","constant_down"
"2813","Gng7","constant_down"
"2814","Tle5","constant_down"
"2815","Tle2","constant_down"
"2816","Tle6","constant_down"
"2817","Uqcc6","constant_down"
"2818","Usp44","constant_down"
"2819","Socs2","constant_down"
"2820","Gm33230","constant_down"
"2821","Lrriq1","constant_down"
"2822","4933412E12Rik","constant_down"
"2823","Cpm","constant_down"
"2824","Myl6b","constant_down"
"2825","Ormdl2","constant_down"
"2826","Cabp7","constant_down"
"2827","Igfbp3","constant_down"
"2828","Tns3","constant_down"
"2829","Sanbr","constant_down"
"2830","Bcl11a","constant_down"
"2831","Ccdc85a","constant_down"
"2832","Stc2","constant_down"
"2833","Slit3","constant_down"
"2834","Cyfip2","constant_down"
"2835","D930048N14Rik","constant_down"
"2836","Jade2","constant_down"
"2837","Gm2a","constant_down"
"2838","Igtp","constant_down"
"2839","Cfap52","constant_down"
"2840","Mfsd6l","constant_down"
"2841","Tnk1","constant_down"
"2842","Ybx2","constant_down"
"2843","Alox12","constant_down"
"2844","Alox12e","constant_down"
"2845","Atp2a3","constant_down"
"2846","Ccdc92b","constant_down"
"2847","Smyd4","constant_down"
"2848","Slc43a2","constant_down"
"2849","Rph3al","constant_down"
"2850","Abr","constant_down"
"2851","Nufip2","constant_down"
"2852","Lgals9","constant_down"
"2853","Adap2","constant_down"
"2854","Lpo","constant_down"
"2855","Itga3","constant_down"
"2856","Mllt6","constant_down"
"2857","Krt19","constant_down"
"2858","Ezh1","constant_down"
"2859","Meioc","constant_down"
"2860","Adam11","constant_down"
"2861","Wnt3","constant_down"
"2862","Cyb561","constant_down"
"2863","Helz","constant_down"
"2864","Fads6","constant_down"
"2865","Gm38482","constant_down"
"2866","Syngr2","constant_down"
"2867","Slc25a10","constant_down"
"2868","Slc16a3","constant_down"
"2869","Ubxn2a","constant_down"
"2870","Scin","constant_down"
"2871","L2hgdh","constant_down"
"2872","Tmem30b","constant_down"
"2873","Tex21","constant_down"
"2874","Plekhg3","constant_down"
"2875","Sptb","constant_down"
"2876","Plekhh1","constant_down"
"2877","Vrtn","constant_down"
"2878","Gsc","constant_down"
"2879","Tunar","constant_down"
"2880","Bcl11b","constant_down"
"2881","Meg3","constant_down"
"2882","Rtl1","constant_down"
"2883","Mirg","constant_down"
"2884","Mir3072","constant_down"
"2885","Pld4","constant_down"
"2886","Itgb8","constant_down"
"2887","Macc1","constant_down"
"2888","Nrsn1","constant_down"
"2889","Foxq1","constant_down"
"2890","Rreb1","constant_down"
"2891","Jarid2","constant_down"
"2892","Wnk2","constant_down"
"2893","Shc3","constant_down"
"2894","Sema4d","constant_down"
"2895","Cltb","constant_down"
"2896","Gm7762","constant_down"
"2897","Ube2ql1","constant_down"
"2898","Pcsk1","constant_down"
"2899","Glrx","constant_down"
"2900","F2rl1","constant_down"
"2901","Fam169a","constant_down"
"2902","Naip5","constant_down"
"2903","Naip6","constant_down"
"2904","Ccdc125","constant_down"
"2905","Pde4d","constant_down"
"2906","Ccno","constant_down"
"2907","Fst","constant_down"
"2908","Parp8","constant_down"
"2909","Il17rd","constant_down"
"2910","Erc2","constant_down"
"2911","Arhgap22","constant_down"
"2912","Cdhr1","constant_down"
"2913","Prxl2a","constant_down"
"2914","Lgals3","constant_down"
"2915","Otx2","constant_down"
"2916","Ccnb1ip1","constant_down"
"2917","Slc39a2","constant_down"
"2918","Ndrg2","constant_down"
"2919","Rem2","constant_down"
"2920","Slc7a8","constant_down"
"2921","Psme1","constant_down"
"2922","Psme2","constant_down"
"2923","Spryd7","constant_down"
"2924","Fam167a","constant_down"
"2925","Tdh","constant_down"
"2926","Gm38524","constant_down"
"2927","Nefm","constant_down"
"2928","Nudt18","constant_down"
"2929","Fgf17","constant_down"
"2930","Dok2","constant_down"
"2931","Klf5","constant_down"
"2932","Pou4f1","constant_down"
"2933","Selenop","constant_down"
"2934","Gm2093","constant_down"
"2935","Oxct1","constant_down"
"2936","Ptger4","constant_down"
"2937","Lifr","constant_down"
"2938","Grhl2","constant_down"
"2939","Fzd6","constant_down"
"2940","Cthrc1","constant_down"
"2941","Rims2","constant_down"
"2942","Pkhd1l1","constant_down"
"2943","Sntb1","constant_down"
"2944","9930014A18Rik","constant_down"
"2945","Ndrg1","constant_down"
"2946","Dennd3","constant_down"
"2947","Arc","constant_down"
"2948","Naprt","constant_down"
"2949","Parp10","constant_down"
"2950","Tst","constant_down"
"2951","Gcat","constant_down"
"2952","Pick1","constant_down"
"2953","Apobec3","constant_down"
"2954","Sult4a1","constant_down"
"2955","Celsr1","constant_down"
"2956","Mapk8ip2","constant_down"
"2957","Cpne8","constant_down"
"2958","Kif21a","constant_down"
"2959","Pphln1","constant_down"
"2960","Tmem106c","constant_down"
"2961","Rnd1","constant_down"
"2962","Pou6f1","constant_down"
"2963","Galnt6","constant_down"
"2964","Prr13","constant_down"
"2965","Pkp2","constant_down"
"2966","Gm30693","constant_down"
"2967","Hes1","constant_down"
"2968","Nrros","constant_down"
"2969","Tfrc","constant_down"
"2970","Iqcg","constant_down"
"2971","Parp14","constant_down"
"2972","Dtx3l","constant_down"
"2973","Slc15a2","constant_down"
"2974","Cfap91","constant_down"
"2975","Pla1a","constant_down"
"2976","Plcxd2","constant_down"
"2977","Tmem45a","constant_down"
"2978","Vgll3","constant_down"
"2979","Cyyr1","constant_down"
"2980","Ripk4","constant_down"
"2981","Ezr","constant_down"
"2982","Rps6ka2","constant_down"
"2983","Prr18","constant_down"
"2984","Gm16702","constant_down"
"2985","Gm51425","constant_down"
"2986","Gm5165","constant_down"
"2987","Spaca6","constant_down"
"2988","Tnfrsf12a","constant_down"
"2989","Eci1","constant_down"
"2990","Rab26","constant_down"
"2991","Pgap6","constant_down"
"2992","Rgs11","constant_down"
"2993","Dusp1","constant_down"
"2994","Mapk13","constant_down"
"2995","Slc37a1","constant_down"
"2996","Cbs","constant_down"
"2997","Tapbp","constant_down"
"2998","H2-K1","constant_down"
"2999","Psmb8","constant_down"
"3000","Tap2","constant_down"
"3001","Slc44a4","constant_down"
"3002","H2-D1","constant_down"
"3003","H2-Q4","constant_down"
"3004","H2-Q10","constant_down"
"3005","Pou5f1","constant_down"
"3006","H2-T22","constant_down"
"3007","H2-Bl","constant_down"
"3008","H2-M3","constant_down"
"3009","LOC118568338","constant_down"
"3010","Pla2g7","constant_down"
"3011","Enpp4","constant_down"
"3012","Slc29a1","constant_down"
"3013","Mea1","constant_down"
"3014","AI661453","constant_down"
"3015","Plin5","constant_down"
"3016","Tubb4a","constant_down"
"3017","Gm41609","constant_down"
